77093,0.7,-1.3,-0.41,-500,170.12,258.39,1.22,0.87,-0.76,429.34,92.83,-311.4
77098,0.69,-1.26,-0.37,-500,146.36,275.65,1.23,0.89,-0.69,406.22,94.15,-321.7
77103,0.71,-1.17,-0.33,-500,124.19,290.63,1.26,0.89,-0.59,378.37,94.79,-332.4
77108,0.83,-1.13,-0.18,-500,146.74,297.06,1.29,0.85,-0.5,348.95,95.38,-343.81
77113,0.83,-1.22,-0.28,-492.32,193.8,305.3,1.29,0.85,-0.5,323.9,105.97,-350.17
77118,0.81,-1.29,-0.26,-482.3,221.24,318.05,1.29,0.73,-0.41,306.3,149.19,-348.79
77123,0.81,-1.32,-0.29,-472.41,244.16,329.44,1.38,0.76,-0.37,292.04,194.81,-358.37
77128,0.82,-1.27,-0.26,-459.21,251.01,336.75,1.48,0.87,-0.32,277.95,222.43,-378.83
77133,0.84,-1.29,-0.26,-441.67,263.57,341.83,1.5,0.86,-0.25,263.5,240.07,-396.04
77138,0.83,-1.31,-0.3,-426.22,274.93,348.4,1.46,0.8,-0.2,250.78,246.4,-404.95
77143,0.81,-1.27,-0.32,-412.98,280.08,355.15,1.41,0.74,-0.19,240.81,238.28,-408.8
77148,0.81,-1.23,-0.34,-397.08,285.74,359.8,1.35,0.65,-0.18,225.19,226.56,-407.9
77153,0.81,-1.2,-0.32,-378.91,287.92,359.24,1.29,0.63,-0.21,209.17,217,-403
77157,0.8,-1.2,-0.31,-359.12,288.59,351.62,1.29,0.7,-0.23,198.12,207.06,-394.88
77162,0.79,-1.22,-0.31,-339.86,284.67,342.04,1.27,0.71,-0.25,185.01,195.83,-384.84
77167,0.78,-1.22,-0.32,-321.47,280.41,332.09,1.23,0.71,-0.23,167.05,188.54,-378.83
77172,0.78,-1.22,-0.32,-300.23,276.81,322.1,1.22,0.77,-0.21,151.26,182.56,-374.97
77177,0.77,-1.25,-0.29,-278.52,272.49,312.88,1.22,0.76,-0.23,132.23,175.93,-370.51
77182,0.77,-1.3,-0.25,-258.42,268.43,304.08,1.23,0.77,-0.23,107.44,171.62,-366.29
77187,0.79,-1.35,-0.19,-239.26,265.17,295.67,1.25,0.8,-0.22,80.12,168.55,-362.38
77192,0.84,-1.4,-0.12,-221.33,263.78,288.25,1.28,0.85,-0.18,53.13,168.46,-359.95
77197,0.87,-1.46,-0.07,-204.74,265.21,284.09,1.3,0.87,-0.1,27.57,170.84,-359.83
77202,0.88,-1.48,-0.06,-189.35,269.78,283.1,1.35,0.89,-0.03,10.96,174.84,-361.01
77207,0.88,-1.5,-0.05,-173.87,275.57,282.84,1.41,0.9,0.04,0.49,180.86,-362.47
77212,0.89,-1.48,-0.04,-158.31,282.33,281.94,1.43,0.9,0.08,-10.15,188.6,-363.4
77217,0.87,-1.48,-0.04,-140.5,289.69,279.74,1.41,0.92,0.11,-21.76,193.92,-363.05
77222,0.86,-1.42,-0.04,-124.59,296.6,276.14,1.39,0.92,0.12,-32.79,196.23,-360.67
77227,0.86,-1.35,-0.03,-108.93,301.35,268.63,1.37,0.89,0.12,-43.41,196.44,-357.03
77232,0.83,-1.33,-0.05,-93.26,304.32,257.6,1.35,0.84,0.1,-52.64,195.27,-352.74
77237,0.8,-1.32,-0.09,-78.34,307.08,244.84,1.32,0.77,0.08,-60.15,192.28,-347.73
77242,0.78,-1.31,-0.1,-63.84,309.45,230.82,1.3,0.69,0.06,-66.89,186.37,-340.06
77247,0.76,-1.3,-0.1,-49.79,312.23,215.96,1.28,0.65,0.02,-73.97,178.45,-332.4
77252,0.76,-1.31,-0.1,-35.02,315.52,201.37,1.25,0.63,0,-80.4,170.12,-325.36
77257,0.77,-1.32,-0.12,-19.1,319.84,187.03,1.22,0.61,-0.05,-86.76,162.89,-318.8
77261,0.78,-1.32,-0.15,0.17,326.74,172.5,1.21,0.6,-0.09,-93.57,156.85,-313.69
77266,0.81,-1.31,-0.17,22.32,337.68,157.93,1.2,0.59,-0.13,-100.04,153.2,-309.62
77271,0.83,-1.31,-0.17,46.98,350.66,143.92,1.2,0.56,-0.17,-105.71,151.82,-305.33
77276,0.84,-1.31,-0.19,70.45,364.18,131.36,1.2,0.52,-0.22,-112.29,152.48,-300.61
77281,0.85,-1.29,-0.2,91.05,378.27,120.09,1.21,0.49,-0.29,-122.34,153.23,-296.34
77286,0.85,-1.29,-0.2,108.75,390.55,109.86,1.2,0.48,-0.35,-133.97,153.14,-292.53
77291,0.84,-1.26,-0.22,122.85,402.5,100.74,1.21,0.47,-0.38,-147.86,153.88,-289.22
77296,0.84,-1.23,-0.22,135.33,415.77,92.06,1.23,0.48,-0.41,-162.4,158.62,-288.5
77301,0.83,-1.2,-0.21,145.61,429.72,84.73,1.24,0.47,-0.43,-173.22,170.33,-291.26
77306,0.82,-1.18,-0.19,149.73,443.8,81.1,1.25,0.44,-0.44,-179.84,189.5,-296.34
77311,0.78,-1.27,-0.14,141.42,429.72,93.43,1.27,0.39,-0.44,-183.32,210.53,-300.54
77316,0.72,-1.32,-0.28,144.53,482.44,98.37,1.24,0.33,-0.44,-183.32,210.53,-300.54
77321,1.15,-1.27,0.15,129.76,499.98,85.25,1.19,0.31,-0.49,-183.85,230.39,-301.21
77326,1.16,-0.63,-0.08,66.68,499.98,42.5,2.22,-0.01,-2.52,-187.73,256.71,-295.91
77331,-0.8,1.52,-1.04,-445.43,499.98,81.16,-4.64,2.75,8.13,-500,109.01,-388.93
77336,-9.2,5.36,9.06,67.23,174.79,7.17,-4.52,-0.35,5.35,-203.87,-112.93,-371.02
77341,0.32,-2.69,5.74,-347.6,-319.85,217.19,2.31,1.92,1.58,-213.73,55.76,-146.55
77346,4.44,-1.19,2.74,-316.82,-267.64,172.03,4.93,2.09,1.78,-420.36,-422.5,-42.48
77351,4.49,-2.01,0.87,-264.59,-153.92,143.55,4.67,-0.3,1.32,-199.42,-357.54,-98.83
77356,3.14,-3.29,0.2,-229.58,81.85,185.06,3.2,-0.67,0.61,2.52,101.06,-242.29
77361,2.33,-3.99,0.07,-180.44,299.19,212.01,1.63,-0.6,0.15,44.68,354.83,-380.62
77366,1.7,-2.69,0.47,-126.22,313.17,208.16,0.95,-0.25,0.01,-16.83,375.29,-405.69
77370,0.59,-1.96,0.58,-112.55,267.47,185.33,0.62,-0.08,0.38,-54.86,265.17,-372.44
77375,0.46,-1.64,0.81,-136.58,172.49,186.08,0.95,-0.14,0.33,16.11,147.55,-326.02
77380,1.19,-0.87,1.14,-80.32,215.47,175.19,1.66,0.53,0.9,85.07,163.67,-278.75
77385,1.87,-1.26,0.9,-82,283.31,189.9,1.43,1.39,0.05,114.26,276.47,-269.59
77390,1.67,-1.24,0.52,-106.63,327.12,185.96,1.17,1.41,0.13,111.65,187.55,-291.09
77395,1.2,-0.97,0.3,-95.72,350.94,163.65,1.04,1.17,0.13,67.41,108.23,-283
77400,0.83,-0.94,0.21,-78.64,357.38,140.99,1.09,0.93,0.12,32.59,52.92,-248.98
77405,0.85,-1.01,0.19,-64.61,353.56,131.36,1.14,0.85,0.32,2.18,8.97,-213.21
77410,0.85,-1.27,0.2,-95.4,339.68,140.95,1.27,0.93,0.58,-19.68,8.29,-193.85
77415,0.67,-1.25,0.12,-114.56,317.12,151.78,1.48,1.06,0.68,-22.48,30.15,-189.9
77420,0.79,-1.18,0.33,-100.85,280.91,152.98,1.57,1.13,0.74,-18.22,45.43,-197.92
77425,0.82,-1.23,0.39,-107.36,263.99,159.96,1.5,1.03,0.73,-20.03,59.74,-211.67
77430,0.92,-1.32,0.53,-107.51,262.86,166.12,1.41,0.87,0.67,-19.99,70.57,-225.22
77435,1.04,-1.44,0.68,-105.83,271.76,174.42,1.42,0.86,0.63,-33.55,77.87,-232.73
77440,1.03,-1.5,0.79,-92.54,284.27,181.95,1.47,0.89,0.67,-47.79,77.15,-235.57
77445,1.07,-1.51,0.91,-75.7,295.87,185.88,1.51,0.87,0.7,-58.99,72.39,-237.26
77450,1.08,-1.46,0.98,-65.87,305.21,187.99,1.54,0.9,0.72,-78.34,67.87,-240.54
77455,1.11,-1.44,1.07,-70.76,309.97,193.18,1.5,0.94,0.77,-96.53,58.44,-239.46
77460,1.09,-1.46,1.14,-78.32,311.17,197.2,1.49,1.01,0.78,-120.06,53.48,-233.47
77465,1.02,-1.35,1.2,-70.5,305.66,194.08,1.49,1.09,0.84,-157.07,46.55,-225.86
77470,0.98,-1.34,1.23,-53.16,291.17,184.54,1.52,1.04,0.88,-189.07,39.34,-221.89
77475,0.99,-1.33,1.24,-35.06,278.24,176.65,1.57,1,0.86,-219.85,36.67,-225.75
77480,1.03,-1.38,1.28,-18.59,271.33,172.59,1.58,1,0.84,-252.33,35.55,-229.05
77484,1.04,-1.42,1.27,2.98,262.51,168.2,1.57,1,0.8,-288.24,30.36,-226.79
77489,1.03,-1.41,1.27,26.25,250.64,164.83,1.55,0.97,0.76,-329.91,21.29,-221.51
77494,1,-1.37,1.23,51.71,237.41,160.51,1.52,0.94,0.7,-367.84,13.4,-217.06
77499,0.98,-1.32,1.17,73.76,223.79,154.92,1.48,0.87,0.64,-396.01,9.58,-217.15
77504,0.94,-1.28,1.1,91.51,209.75,148.32,1.45,0.81,0.59,-418.12,6.65,-220.26
77509,0.92,-1.28,1.06,98.59,206.88,152.51,1.4,0.76,0.54,-435.21,1.24,-221.89
77514,0.97,-1.38,1,102.22,209.15,152.62,1.31,0.77,0.51,-452.65,-7.31,-223.01
77519,0.87,-1.17,0.95,123.72,193.98,149.49,1.27,0.79,0.47,-468.64,-17.94,-224.84
77524,0.82,-1.19,0.88,144.85,169.92,145.92,1.27,0.8,0.4,-486.19,-28.44,-228.07
77529,0.81,-1.21,0.84,163.39,150.42,142.06,1.32,0.82,0.32,-500,-36.24,-232.82
77534,0.78,-1.19,0.8,185.59,130.08,136.67,1.29,0.8,0.24,-500,-41.29,-237.72
77539,0.77,-1.23,0.77,204.91,116,132.74,1.3,0.82,0.19,-500,-47.7,-244.51
77544,0.8,-1.26,0.73,204.91,116,132.74,1.37,0.8,0.17,-500,-51.83,-253.52
77549,0.75,-1.25,0.62,224.81,107.03,125.84,1.47,0.75,0.14,-500,-44.89,-266.66
77554,0.72,-1.22,0.52,236.34,108.84,124.56,1.42,0.69,0.09,-500,-31.59,-283.33
77559,0.7,-1.22,0.44,249.27,112.32,122.63,1.34,0.62,0.04,-500,-22.9,-298.84
77564,0.68,-1.21,0.41,257.39,115.75,123.05,1.39,0.56,0.02,-500,-14.91,-313.87
77569,0.74,-1.21,0.37,261.73,122.57,128.94,1.43,0.53,0.04,-500,0.37,-328.22
77574,0.78,-1.25,0.33,268.8,128.33,136.69,1.43,0.53,0.04,-500,18.98,-341.51
77579,0.76,-1.3,0.29,276.54,133.35,144.93,1.42,0.5,0.05,-500,35.1,-352.04
77584,0.72,-1.3,0.28,286.93,138.41,155.4,1.4,0.48,0.05,-500,45.94,-358.34
77588,0.7,-1.28,0.29,301.91,144.27,167.48,1.37,0.46,0.03,-500,53.02,-362.82
